Address;Name;Id;Size;Comment
"$1DB2EC";"Anzahl Verbrennungen für Ausblendungen nach erkanntem Auss., nach Start";"ANALUST";"1x1";""
"$1C7F64";"Zündungszähler-Schwelle bis zu der STADAP aktiv";"ANRZUEMX";"1x1";""
"$1CA020";"Anzahl NW-Umdr. für Heilung";"ANWFOHE";"1x1";""
"$1CA004";"Anzahl NW-Umdr. für Reaktivierung fuel-on/-off Adaption nach Ausblendung";"ANWFOST";"1x1";""
"$1CA004";"Anzahl NW-Umdr. für Reaktivierung fuel-on/-off Adaption nach Ausblendung";"ANWFOST";"1x1";""
"$1CA00A";"Anzahl NW-Umdr., die fuel-off Adaption lernt (nachdem eingeschwungen)";"ANWSTP";"1x1";""
"$1CDE80";"Mindestanzahl i.O.-Prüfungen für Aussage 'System iO'";"ANZDCVIO";"1x1";""
"$1CDE82";"Mindestanzahl n.i.O.-Prüfungen für Aussage 'System niO'";"ANZDCVNIO";"1x1";""
"$1C66A4";"Schwellwert für Zyklus LSU-Signal Steigung zu klein";"ANZDYSTEIG";"1x1";""
"$1D8714";"Max. Anzahl EKP Vorläufe ohne Erreichen von Startende";"ANZEKPVLMX";"1x1";""
"$1CD592";"Anzahl der Fehler, bis Eintrag in Fehlerspeicher erfolgt";"ANZFEHLER";"1x1";""
"$1D21A8";"Anzahl Fahrzyklen im Homogenbetrieb nach Fehler E_lash";"ANZHLASH";"1x1";""
"$1C6956";"Anzahl der Heizer-Einkopplungen hinter KAT";"ANZHZKH";"1x1";""
"$1C6957";"Anzahl der Heizungsausschaltungen hinter KAT";"ANZHZOFFH";"1x1";""
"$1D8F00";"Diagnoseschwelle für Anzahl Messungen KS nach Masse";"ANZMVEKSMA";"1x1";""
"$1D8F02";"Diagnoseschwelle für Anzahl Messungen KS nach Ub";"ANZMVEKSUB";"1x1";""
"$1D8F04";"Diagnoseschwelle für Anzahl Messungen Lastabfall";"ANZMVELAF";"1x1";""
"$1D5EC6";"Anzahl der Ri-Berechnungen hinter KAT";"ANZRIBEH";"1x1";""
"$1D5EC7";"Anzahl der Ri-Berechnungen Wert zu groß hinter Hauptkat";"ANZRIWZGH";"1x1";""
"$1C9FBE";"Maximale Anzahl von erfolglosen Startversuchen bei NLPH";"ANZSYNMX";"1x1";""
"$1C9FBF";"Minimale Anzahl von Einspritzungen zur Überprüfung der Drehzahlerhöhung bei NLPH";"ANZTIMN";"1x1";""
"$1C9FC0";"Anzahl der Einspritzungen für Aktivierung der Einspritzsperre";"ANZTISYNOT";"1x1";""
"$1C9FC1";"Minimale Anzahl an Einspritzungen nach Umsynchronisation";"ANZTIUM";"1x1";""
"$1DE894";"Maximale Anzahl von hintereinander erlaubten Tips";"ANZTPMX";"1x1";""
"$1DE895";"Maximale richtungsabhängige Anzahl von hintereinader erlaubten Tips";"ANZTPUD";"1x1";""
"$1CDE84";"Maximale Anzahl von Diagnosewiederholungen innerhalb eines DCY";"ANZWDHMX";"1x1";""
"$1C6336";"Anzahl Phasengeberraster zum Rücksetzen Anlasserfreigabe";"ANZ_ZRPH";"1x1";""
"$1D05C6";"Anzahl Schritte zur Berechnung Minimalwert apdkg_w";"APDKGMN";"1x1";""
"$1D823C";"max. Anzahl Prüfungen bei erkanntem Fehler";"APDTEVX";"1x1";""
"$1D5DD4";"Anzahl Prüfungen der Katalysatordiagnose";"APKTD";"1x1";""
"$1D5DD5";"Anzahl interner Prüfungen der Katalysatordiagnose";"APKTDI";"1x1";""
"$1D5DD6";"Anzahl interner Prüfungen der Katalysatordiagnose, Testerbetrieb";"APKTDIT";"1x1";""
"$1C69A2";"Maximale Anzahl Impulse bei Einzelimpulsansteuerung";"APULSMX";"1x1";""
"$1E0A98";"Array für erhöhte Solldrehzahl beim Ankriechen (ASG)";"ARASG";"8x1";""
"$1D6162";"Min. Ansteuerwert Abgasklappel (ABGKL) bei Testeranforderung";"ARQTABKLMN";"1x1";""
"$1D6164";"Max. Ansteuerwert Abgasklappel (ABGKL) bei Testeranforderung";"ARQTABKLMX";"1x1";""
"$1D2920";"Min. Ansteuerwert BKS bei Testeranforderung";"ARQTBKSMN";"1x1";""
"$1D2922";"Max. Ansteuerwert BKS bei Testeranforderung";"ARQTBKSMX";"1x1";""
"$1D2924";"Min. Sollwert für LBK-Lageregler bei Stellgliedtest";"ARQTLBKMN";"1x1";""
"$1D2926";"Max. Sollwert für LBK-Lageregler bei Stellgliedtest";"ARQTLBKMX";"1x1";""
"$1C570A";"Max. Ansteuerungswert für Nockenwellensteuerung (Einlass) bei Testeranforderung";"ARQTNWEMAX";"1x1";""
"$1C570C";"Min. Ansteuerungswert für Nockenwellensteuerung (Einlass) bei Testeranforderung";"ARQTNWEMIN";"1x1";""
"$1DE01E";"max. Grenze Momentenintegral";"ASGMDMX";"1x1";""
"$1DE018";"Kennwert für Freigabebit B_asghpnpl=0";"ASGPHNPLC0";"1x1";""
"$1DE019";"Kennwert für Freigabebit B_asgphnpl=1";"ASGPHNPLC1";"1x1";""
"$1C3974";"Kennwert für Freigabebit B_asgphnpl=0 f. Befehlstest";"ASGPL0_UC";"1x1";""
"$1C2FA8";"Kennwert für Freigabebit B_asgphnpl=0";"ASGPL0_UM";"1x1";""
"$1C3975";"Kennwert für Freigabebit B_asgphnpl=1 f. Befehlstest";"ASGPL1_UC";"1x1";""
"$1C2FA9";"Kennwert für Freigabebit B_asgphnpl=1";"ASGPL1_UM";"1x1";""
"$1D78FA";"Anzti-Schwelle zur Umschaltung von lamns_w auf lamwl_w";"ATISLATM";"12x1";""
"$1D7912";"Anzti-Schwelle zur Umschaltung von lamns_w auf lamwl_w bei Wiederholkaltstart";"ATIWKSTM";"12x1";""
"$1D5346";"Faktor für Abgastemperaturabnahme = f(Abstellzeit)";"ATMABKA";"6x1";""
"$1D534C";"Faktor für Abnahme der Katalysatortemperatur hinter Vorkat= f(Abstellzeit)";"ATMABKF";"6x1";""
"$1D5352";"Faktor für Abnahme der Katalysatortemperatur = f(Abstellzeit)";"ATMABKK";"6x1";""
"$1D3864";"Temperaturkorrektur für Rohrwand aus TKATM";"ATMRWT";"1x1";""
"$1D3C6C";"Verstärkungsfaktor I-Anteil Abgastemperaturregelung";"ATRI";"1x1";""
"$1C2E10";"Heilungszeit für Fehler in der zyklischen RAM-Prüfung der Funktionsüberwachung";"AUSGH_T_UM";"1x1";""
"$1C2E11";"Fehlertoleranzschwelle für zyklische RAM-Prüfung in der Funktionsüberwachung";"AUSG_T_UM";"1x1";""
"$1C2E12";"Heilungszeit für Fehler in der zyklischen ROM-Prüfung der Funktionsüberwachung";"AUSZH_T_UM";"1x1";""
"$1C2E13";"Fehlertoleranzschwelle für zyklische ROM-Prüfung in der Funktionsüberwachung";"AUSZ_T_UM";"1x1";""
"$1DCE43";"Fehlerschwelle für nicht plausible Variantencodierung";"AVARNPL";"1x1";""
"$1D823D";"max. Anzahl Prüfversuche DTEV homogen";"AVDTEVHX";"1x1";""
"$1D823E";"max. Anzahl Prüfversuche DTEV im Mageren";"AVDTEVMX";"1x1";""
"$1D5DD7";"Setztwert für avkatf bei Powerfail";"AVKATFS";"1x1";""
"$1CA14E";"Anzahl NW-Umdr./Verbrenng. f. Reaktivierung Aussetzererkennung nach Ausblendung";"AVRALU";"1x1";""
"$1C9F04";"max. Drehwinkel nach Motorstop";"AWALEMX";"1x1";""
"$1D7EB4";"Anzahl Reglertakte ZGST bis Heilung";"AZGHEAL";"1x1";""
"$1DA6DC";"Zündungen pro Zylinder bei KR-Lastdynamik => Klopferkennung";"AZKELDYN";"16x1";""
"$1DA6EC";"Anzahl Zündungen pro Zyl. bei KR-Lastdynamik";"AZKRLDYN";"16x1";""
"$1DA6FC";"Anzahl Zündungen für KR-Drehzahldynamik";"AZKRNDYN";"16x1";""
"$1CA14F";"Verlängerung der Ausblendanforderung bei Motorstart in Anzahl Zündungen";"AZSTLU";"1x1";""
"$1CA150";"Anzahl Zündungen für Momentenvergleich bei flare-down";"AZSTMIL";"1x1";""
"$1CA151";"Umschaltung von Ausblendanforderung nach Motorstart in Anzahl Zündungen";"AZSTPON";"1x1";""
"$1CA0F3";"Max. Anzahl von Zylindern mit Ti-Abschaltung aufgrund von Aussetzern, pro Bank";"AZYTIABB";"4x1";""
"$1D1CA4";"Sollbetriebsart für Applikationsschnittstelle";"BDEMODAP";"1x1";""
"$1D1D98";"Maske zur Ausblendung von Betriebsarten bei Überdruck im Kraftstoffrail";"BDEMODPR";"1x1";""
"$1D1CA5";"Bitmaske zur Festlegung der zulässigen Betriebsarten";"BDEMODZU";"1x1";""
"$1CA870";"Obere Schwelle für Beschleunigung im FGR-Betrieb";"BFGRO";"1x1";""
"$1CA872";"Untere Schwelle für Beschleunigung im FGR-Betrieb";"BFGRU";"1x1";""
"$1C2F96";"Fehlerentprellung: Botschaftsfehler GRA";"BGRA_T_UM";"1x1";""
"$1D6214";"Max. Fahrzeugbeschleunigung bei 0.5 mm - Diagnose";"BLDPMX";"1x1";""
"$1D8387";"Kennlinie für physikalische Dringlichkeit für TE";"BPHUTEB";"4x1";""
"$1DE8EE";"Beschleunigung bei Rampe Beschleunigen";"BRABEVI";"8x1";""
"$1C2F97";"Entprellzeit für betätigte Bremse in der Funktionsüberwachung für ACC";"BRACC_T_UM";"1x1";""
"$1DE8FE";"Beschleunigung (Betrag) bei Rampe Tip-Down";"BRATD";"1x1";""
"$1DE900";"Beschleunigung bei Rampe Tip-Up";"BRATU";"1x1";""
"$1C2F98";"Entprellzeit für betätigte Bremse in der Funktionsüberwachung";"BREMS_T_UM";"1x1";""
"$1C2F99";"Entprellzeit für betätigte Bremse in der Funktionsüberw. (ext. Bremseingriff)";"BRESP_T_UM";"1x1";""
"$1DE902";"Beschleunigungsschwelle für Setzwertkorrektur nach einer Beschleunigung";"BSWKB";"1x1";""
"$1DE904";"Beschleunigungsschwelle für Setzwertkorrektur nach einer Verzögerung";"BSWKV";"1x1";""
"$1D2966";"Zähler für Bus-off-Flanken bis Fehlerspeichereintrag";"BUSOFFCTR2";"1x1";""
"$1C3846";"BZ_MSR_UC";"BZ_MSR_UC";"1x1";""
"$1C2F9C";"BZ_MSR_UM";"BZ_MSR_UM";"1x1";""
"$1D2BF6";"Akku. Entprellzähler: Gemeinsamer Wert für alle Fehler";"CAE4ALL";"1x1";""
"$1D84E0";"AKF Kapazität";"CAKFA";"1x1";""
"$1C62EE";"CAN-Versionsbezeichnung";"CANVERS";"1x1";""
"$1C62EE";"CAN-Versionsbezeichnung";"CANVERS";"1x1";""
"$1C62EE";"CAN-Versionsbezeichnung";"CANVERS";"1x1";""
"$1C9FD4";"Fangbereich für Zähne bzw. Lücken der Nockenwelle";"CATCHDEG";"1x1";""
"$1D2BF8";"Konti. Entprellzähler: Gemeinsamer Wert für alle Fehler";"CCE4ALL";"1x1";""
"$1C62EF";"Kombiausgabe Hubraum";"CCMKBI";"1x1";""
"$1DCE60";"Codewort AAV-Diagnose einschalten >(EURO-Codierung), CD..=0 -> keine Diagnose";"CDAAV";"1x1";""
"$1DCE61";"Codewort DAGR abschalten (EURO-Codierung), CD..=0 -> keine Diagnose";"CDAGR";"1x1";""
"$1DCE62";"Codewort Diagnose AGR-Endstufe abschalten (EURO-Codierung; CD.. =0 -> keine Dia.";"CDAGRE";"1x1";""
"$1DCE63";"Codewort Diagnose Lagesensor abschalten (EURO-Codierung), CD..=0 -> keine Diag.";"CDAGRL";"1x1";""
"$1DCE64";"Codewort fuer Aktivierung %DAGRS";"CDAGRS";"1x1";""
"$1DCE65";"Codewort Diagnose AGR-Ventil abschalten (EURO-Codierung), , CD..=0 -> keine Dia.";"CDAGRV";"1x1";""
"$1DDF3C";"Codewort Diagnose ASG";"CDASG";"1x1";""
"$1DDF3C";"Codewort Diagnose ASG";"CDASG";"1x1";""
"$1DDF3C";"Codewort Diagnose ASG";"CDASG";"1x1";""
"$1DDF3D";"Codewort Diagnose ASG";"CDASG1";"1x1";""
"$1DCE66";"Codewort Diagnose Abgastemperatur hinter dem Vorkatalysator einschalten";"CDATNV";"1x1";""
"$1CA1AE";"Konfigurationsbyte Diagnose Abgastemperaturregelung";"CDATR";"1x1";""
"$1CA1AF";"Konfigurationsbyte Diagnose Abgastemperatursensor";"CDATS";"1x1";""
"$1DCE67";"Codewort: Aktivierung der Funktion GGTVHK";"CDATVH";"1x1";""
"$1DCE68";"Konfigurationsbyte Diagnose Abgastemperatursensor vor VorKat";"CDATVV";"1x1";""
"$1DCE69";"Codewort zur Freigabe der Diagnose Bremskraftverstärker-Pumpe DBKVP";"CDBKVP";"1x1";""
"$1E0EBC";"Dummy: Tabellenanfang";"CDCAAA";"4x1";""
"$1E0EC4";"Codewort CARB: Tuningschutz";"CDCAATUN";"4x1";""
"$1E0ECC";"Codewort CARB: Abgasklappe Endstufe";"CDCAKRE";"4x1";""
"$1E0ED4";"CDCASGNPL";"CDCASGNPL";"4x1";""
"$1E0EDC";"CARB Code Abgastemperatursensor";"CDCATS";"4x1";""
"$1E0EE4";"Codewort CARB: Bedarfsgeregeltes Kraftstoffsystem";"CDCBKS";"4x1";""
"$1E0EEC";"CARB-Fehler-Codes";"CDCBKSPL";"4x1";""
"$1E0EF4";"CDCBKSSW";"CDCBKSSW";"4x1";""
"$1E0EFC";"Codewort CARB: Bezugsmarkengeber";"CDCBM";"4x1";""
"$1E0F04";"Codewort CARB: Bremspedalgeber";"CDCBREMS";"4x1";""
"$1E0F0C";"CDCBRPST";"CDCBRPST";"4x1";""
"$1E0F14";"CDCBZNPL";"CDCBZNPL";"4x1";""
"$1E0F1C";"Codewort CARB: Airbag-Botschaft";"CDCCAIR";"4x1";""
"$1E0F24";"Codewort CARB: unpl. Airbag-Botschaft";"CDCCAIRP";"4x1";""
"$1E0F2C";"Codewort CARB: CAN-Schnittstelle, Timeout ASC";"CDCCAS";"4x1";""
"$1E0F34";"Codewort CARB: CAN-Schnittstelle, Timeout ASR";"CDCCAT";"4x1";""
"$1E0F3C";"Codewort CARB: BSG-Botschaft";"CDCCBSG";"4x1";""
"$1E0F44";"Codewort CARB: Botschaft Diagnose 1";"CDCCDIA1";"4x1";""
"$1E0F4C";"Codewort CARB: Gateway-Botschaft";"CDCCGAT";"4x1";""
"$1E0F54";"Codewort CARB: CAN-Schnittstelle, Timeout EGS";"CDCCGE";"4x1";""
"$1E0F5C";"Codewort CARB: GRA-Botschaft (Empfang)";"CDCCGRA";"4x1";""
"$1E0F64";"Codewort CARB: CAN-Schnittstelle, interner Fehler";"CDCCIF";"4x1";""
"$1E0F6C";"Codewort CARB: CAN-Schnittstelle, Timeout Instrument";"CDCCINS";"4x1";""
"$1E0F74";"Codewort CARB: CAN-Schnittstelle, Timeout Klima";"CDCCKLA";"4x1";""
"$1E0F7C";"Codewort CARB: CAN-Schnittstelle, Timeout Botschaft Lenkwinkelsensor";"CDCCLWS";"4x1";""
"$1E0F84";"Codewort CARB: TOG-Botschaft";"CDCCTOG";"4x1";""
"$1E0F8C";"Codewort CARB: Diagnose Kurbelgehäuseentlüftung";"CDCCV";"4x1";""
"$1E0F94";"Codewort CARB: DK - Potentiometer";"CDCDK";"4x1";""
"$1E0F9C";"Codewort CARB: Drosselklappe 1. Poti";"CDCDK1P";"4x1";""
"$1E0FA4";"Codewort CARB: Drosselklappe 2. Poti";"CDCDK2P";"4x1";""
"$1E0FAC";"Codewort CARB: Drosselklappenverschmutzung";"CDCDKVM";"4x1";""
"$1E0FB4";"Codewort CARB: Dauerplus";"CDCDPL";"4x1";""
"$1E0FBC";"CDCDSBKS";"CDCDSBKS";"4x1";""
"$1E0FC4";"Codewort CARB: Hochdrucksensortest";"CDCDSKV";"4x1";""
"$1E0FCC";"CDCDSKVR";"CDCDSKVR";"4x1";""
"$1E0FD4";"Codewort CARB: Drucksensor Ladedruck";"CDCDSL";"4x1";""
"$1E0FDC";"Codewort CARB: Drucksensor Umgebung";"CDCDSU";"4x1";""
"$1E0FE4";"CDCDTEV";"CDCDTEV";"4x1";""
"$1E0FEC";"CDCDUMMY";"CDCDUMMY";"4x1";""
"$1E0FF4";"Codewort CARB: DV-E Endstufe";"CDCDVEE";"4x1";""
"$1E0FFC";"Codewort CARB: DV-E Fehler bei Federprüfung";"CDCDVEF";"4x1";""
"$1E1004";"CDCDVEFO";"CDCDVEFO";"4x1";""
"$1E100C";"Codewort CARB: DV-E Lageabweichung";"CDCDVEL";"4x1";""
"$1E1014";"Codewort CARB: DV-E Fehler bei Prüfung Notluftposition";"CDCDVEN";"4x1";""
"$1E101C";"Codewort CARB: DV-E Regelbereich";"CDCDVER";"4x1";""
"$1E1024";"CDCDVET";"CDCDVET";"4x1";""
"$1E102C";"Codewort CARB: DV-E Fehler beim UMA-Lernen";"CDCDVEU";"4x1";""
"$1E1034";"CDCDVEUB";"CDCDVEUB";"4x1";""
"$1E103C";"CDCDVEUW";"CDCDVEUW";"4x1";""
"$1E1044";"Codewort CARB: DV-E Fehler bei Verstärkerabgleich";"CDCDVEV";"4x1";""
"$1E104C";"CDCDYLSU";"CDCDYLSU";"4x1";""
"$1E1054";"Codewort CARB: Zündspule 0";"CDCDZKU0";"4x1";""
"$1E105C";"Codewort CARB: Zündspule 1";"CDCDZKU1";"4x1";""
"$1E1064";"Codewort CARB: Zündspule 2";"CDCDZKU2";"4x1";""
"$1E106C";"Codewort CARB: Zündspule 3";"CDCDZKU3";"4x1";""
"$1E1074";"Codewort CARB: Motortemperatur-Sensor";"CDCECTS";"4x1";""
"$1E107C";"CDCEEPX";"CDCEEPX";"4x1";""
"$1E1084";"Codewort CARB: Lasterfassung";"CDCEGFE";"4x1";""
"$1E108C";"CDCEGSBGR";"CDCEGSBGR";"4x1";""
"$1E1094";"CDCEKP1";"CDCEKP1";"4x1";""
"$1E109C";"CDCEMSI";"CDCEMSI";"4x1";""
"$1E10A4";"Codewort Carb: Nockenwellensteuerung Einlass Nockenwelle";"CDCENWS";"4x1";""
"$1E10AC";"Codewort CARB: Einlaßnockenwelle- Endstufe";"CDCENWSE";"4x1";""
"$1E10B4";"CDCFKU";"CDCFKU";"4x1";""
"$1E10BC";"CDCFMAS";"CDCFMAS";"4x1";""
"$1E10C4";"Codewort CARB: Poti 1, Fahrpedal";"CDCFP1P";"4x1";""
"$1E10CC";"Codewort CARB: Poti 2, Fahrpedal";"CDCFP2P";"4x1";""
"$1E10D4";"Codewort CARB: LR-Adaption multiplikativ";"CDCFRA";"4x1";""
"$1E10DC";"Codewort CARB: LR-Abweichung";"CDCFRST";"4x1";""
"$1E10E4";"Codewort CARB: Getriebecodierung CAN";"CDCGECOD";"4x1";""
"$1E10EC";"Codewort CARB: GRA Bedienhebelfehler";"CDCGRBH";"4x1";""
"$1E10F4";"Codewort CARB: Hochdruck-Einspritzventil Highside 1";"CDCHDEVH1";"4x1";""
"$1E10FC";"Codewort CARB: Hochdruck-Einspritzventil Highside 2";"CDCHDEVH2";"4x1";""
"$1E1104";"Codewort CARB: Hochdruck-Einspritzventil Highside 3";"CDCHDEVH3";"4x1";""
"$1E110C";"Codewort CARB: Hochdruck-Einspritzventil Highside 4";"CDCHDEVH4";"4x1";""
"$1E1114";"Codewort CARB: Hochdruck-Einspritzventil, Kommunikation";"CDCHDEVK";"4x1";""
"$1E111C";"Codewort CARB: Hochdruck-Einspritzventil Lowside 1";"CDCHDEVL1";"4x1";""
"$1E1124";"Codewort CARB: Hochdruck-Einspritzventil Lowside 2";"CDCHDEVL2";"4x1";""
"$1E112C";"Codewort CARB: Hochdruck-Einspritzventil Lowside 3";"CDCHDEVL3";"4x1";""
"$1E1134";"Codewort CARB: Hochdruck-Einspritzventil Lowside 4";"CDCHDEVL4";"4x1";""
"$1E113C";"Codewort CARB: Raildruckregelung";"CDCHDR";"4x1";""
"$1E1144";"CDCHDRPL";"CDCHDRPL";"4x1";""
"$1E114C";"CDCHDRPPH";"CDCHDRPPH";"4x1";""
"$1E1154";"CDCHDRPPM";"CDCHDRPPM";"4x1";""
"$1E115C";"CDCHELSU";"CDCHELSU";"4x1";""
"$1E1164";"CDCHFM";"CDCHFM";"4x1";""
"$1E116C";"CDCHFME";"CDCHFME";"4x1";""
"$1E1174";"CDCHFMR";"CDCHFMR";"4x1";""
"$1E117C";"Codewort CARB: Hauptrelais";"CDCHR";"4x1";""
"$1E1184";"Codewort CARB: Hauptrelais Endstufe";"CDCHRE";"4x1";""
"$1E118C";"Codewort CARB: Lambdasonden-Heizung hinter Katalysator";"CDCHSH";"4x1";""
"$1E1194";"Codewort CARB: Endstufe Heizung Sonde hinter Kat.";"CDCHSHE";"4x1";""
"$1E119C";"Codewort CARB: Lambdasonden-Heizung vor Katalysator";"CDCHSV";"4x1";""
"$1E11A4";"Codewort CARB: Lambdasonden-Heizung vor Katalysator (Endstufe)";"CDCHSVE";"4x1";""
"$1E11AC";"CDCICLSU";"CDCICLSU";"4x1";""
"$1E11B4";"Codewort CARB: Katalysator-Konvertierung";"CDCKAT";"4x1";""
"$1E11BC";"CDCKLDF";"CDCKLDF";"4x1";""
"$1E11C4";"Codewort CARB: Diagnose Endstufe BKS";"CDCKPESE";"4x1";""
"$1E11CC";"Codewort CARB: Klopfregelanschlag Zylinder 1";"CDCKRA01";"4x1";""
"$1E11D4";"Codewort CARB: Klopfregelanschlag Zylinder 2";"CDCKRA02";"4x1";""
"$1E11DC";"Codewort CARB: Klopfregelanschlag Zylinder 3";"CDCKRA03";"4x1";""
"$1E11E4";"Codewort CARB: Klopfregelanschlag Zylinder 4";"CDCKRA04";"4x1";""
"$1E11EC";"Codewort CARB: Klopfregelung Klopfsensorauswerte-IC";"CDCKRIC";"4x1";""
"$1E11F4";"Codewort CARB: Klopfregelung SPI-Überwachung";"CDCKRSPI";"4x1";""
"$1E11FC";"Codewort CARB: Klopfsensor 1";"CDCKS1";"4x1";""
"$1E1204";"Codewort CARB: Klopfsensor 2";"CDCKS2";"4x1";""
"$1E120C";"Codewort CARB: Kupplungspedalwertgeber";"CDCKUPPL";"4x1";""
"$1E1214";"Codewort CARB: Lambda-Sondenalterung hinter Kat.";"CDCLASH";"4x1";""
"$1E121C";"Codewort CARB: LBK";"CDCLBK";"4x1";""
"$1E1224";"Codewort CARB: Ladungsbewegungsklappe-Endstufe";"CDCLBKE";"4x1";""
"$1E122C";"CDCLBKEP";"CDCLBKEP";"4x1";""
"$1E1234";"Codewort CARB: LBK Offset-Adaption";"CDCLBKO";"4x1";""
"$1E123C";"Codewort CARB: LBK Potentiometer";"CDCLBKP";"4x1";""
"$1E1244";"Codewort CARB: Ladedrucksteuerventil (Endstufe)";"CDCLDE";"4x1";""
"$1E124C";"Codewort CARB: Leckdiagnosepumpe";"CDCLDP";"4x1";""
"$1E1254";"Codewort CARB: Leckdiagnosepumpe Endstufe";"CDCLDPE";"4x1";""
"$1E125C";"Codewort CARB: Ladedruckregelabweichung";"CDCLDR";"4x1";""
"$1E1264";"Codewort CARB: Schubumluftventil-Endstufe";"CDCLDUV";"4x1";""
"$1E126C";"Codewort CARB: Leck vor Drosselklappe";"CDCLKVDK";"4x1";""
"$1E1274";"CDCLLRH";"CDCLLRH";"4x1";""
"$1E127C";"CDCLLRKH";"CDCLLRKH";"4x1";""
"$1E1284";"Codewort CARB: LMM/HLM/HFM";"CDCLM";"4x1";""
"$1E128C";"Codewort CARB: Lambda-Sonde hinter Kat";"CDCLSH";"4x1";""
"$1E1294";"CDCLSUIA";"CDCLSUIA";"4x1";""
"$1E129C";"CDCLSUIP";"CDCLSUIP";"4x1";""
"$1E12A4";"CDCLSUKS";"CDCLSUKS";"4x1";""
"$1E12AC";"CDCLSUUN";"CDCLSUUN";"4x1";""
"$1E12B4";"CDCLSUVM";"CDCLSUVM";"4x1";""
